order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,Customer Segment,mean_review_score,median_review_score,std_review_score,review_count,Unhappy
1e61c2d93012f7a32fe86de9bafc3a1f,bbacd4a4139f37ae3aedcc0f1e4d86eb,delivered,2018-08-09 22:37:32,2018-08-09 22:50:09,2018-08-10 14:46:00,2018-08-15 11:33:55,2018-08-21 00:00:00,1,a1e903cd2d23763ef8b85ec12eb79d9c,28f10b1c5e5abb9d4857745bede6147c,2018-08-13 22:50:09,47.0,18.43,esporte_lazer,55.0,369.0,2.0,200.0,16.0,13.0,12.0,4250,sao paulo,SP,b0468c2f2573d7b6bc5bc33479785e2a,88503,lages,SC,1,credit_card,1,65.43,f2f23f3393d55628add43207955c1c5c,4,Recomendo ,,2018-08-16 00:00:00,2018-08-16 17:37:22,VIP,4.5,4.5,0.7071067811865476,2,True
58af2a09b442a8b28f672e56ad7154b5,3978b77bddb2776390f38dfa186891d3,delivered,2018-08-09 19:29:02,2018-08-09 19:44:49,2018-08-10 13:06:00,2018-08-11 21:38:48,2018-08-16 00:00:00,1,63ddf5df9f36e2fb2fc11b3894222c31,5def4c3732941a971cba8fdee992ede1,2018-08-15 19:44:49,15.5,8.29,utilidades_domesticas,57.0,357.0,1.0,600.0,26.0,14.0,14.0,2113,sao paulo,SP,7a774055fedca2666e77244c5e50368f,5590,sao paulo,SP,1,credit_card,4,47.58,791c0943eb02020656435638f4e06a32,4,,,2018-08-12 00:00:00,2018-08-13 13:04:48,VIP,4.333333333333333,4.0,0.5773502691896258,3,True
58af2a09b442a8b28f672e56ad7154b5,3978b77bddb2776390f38dfa186891d3,delivered,2018-08-09 19:29:02,2018-08-09 19:44:49,2018-08-10 13:06:00,2018-08-11 21:38:48,2018-08-16 00:00:00,2,63ddf5df9f36e2fb2fc11b3894222c31,5def4c3732941a971cba8fdee992ede1,2018-08-15 19:44:49,15.5,8.29,utilidades_domesticas,57.0,357.0,1.0,600.0,26.0,14.0,14.0,2113,sao paulo,SP,7a774055fedca2666e77244c5e50368f,5590,sao paulo,SP,1,credit_card,4,47.58,791c0943eb02020656435638f4e06a32,4,,,2018-08-12 00:00:00,2018-08-13 13:04:48,VIP,4.333333333333333,4.0,0.5773502691896258,3,True
f3ee55bf50ef2f2318599425ef80107d,828a9b9f129a8b103ad146559a75d4c6,delivered,2018-08-17 16:53:17,2018-08-17 17:09:40,2018-08-21 13:57:00,2018-08-28 17:24:48,2018-09-04 00:00:00,1,12728f215b3381cac22b1fba7a97f5cf,d91fb3b7d041e83b64a00a3edfb37e4f,2018-08-23 17:09:40,37.19,23.06,eletrodomesticos,59.0,264.0,1.0,1200.0,50.0,2.0,37.0,11704,praia grande,SP,72e05cde2a8e5d8f08ca3ef3bcfadc63,36420,ouro branco,MG,1,credit_card,1,60.25,dd43a798c9e8baf7b69297bb076c517d,4,,,2018-08-29 00:00:00,2018-08-29 21:58:35,VIP,4.333333333333333,4.0,0.5773502691896257,3,True
57bc9b432f93fd30a3cc83952ccbf267,7022a8efc480a54d4fcaddb10315fa3a,delivered,2018-08-25 11:01:56,2018-08-25 11:15:09,2018-08-27 12:16:00,2018-08-29 15:38:59,2018-09-05 00:00:00,1,c4baedd846ed09b85f78a781b522f126,a1043bafd471dff536d0c462352beb48,2018-08-28 11:15:09,89.99,23.62,ferramentas_jardim,58.0,1893.0,1.0,5950.0,20.0,20.0,20.0,37175,ilicinea,MG,a1c61f8566347ec44ea37d22854634a1,37044,varginha,MG,1,credit_card,1,113.61,40dfbbee12ddf47907c962270d975ede,4,,,2018-08-30 00:00:00,2018-08-31 15:01:38,VIP,4.5,4.5,0.7071067811865476,2,True
cd5343ffb012a7157ddbcf5720100c01,c6ae270b58b4692321a73aa741d183af,delivered,2018-08-26 12:38:57,2018-08-26 12:50:18,2018-08-27 14:18:00,2018-08-30 14:38:54,2018-09-11 00:00:00,1,54f45413afc0d5480c59f5dfeed2d19f,5ab05b6d86d417796c69ffd6774ec832,2018-08-29 12:50:18,149.9,18.18,beleza_saude,31.0,490.0,3.0,2450.0,20.0,12.0,28.0,19815,assis,SP,4d7b6c39aa3c7b53acb8058e4094a593,5187,sao paulo,SP,1,credit_card,2,336.16,05d3874965dd1ba4330bab86c5fff9aa,1,Produto faltando ,"Fiz o pedido de dois kits de progressiva e só me foi entregue um 
O que eu faço agora para pegar o produto faltante ?",2018-08-31 00:00:00,2018-09-02 14:08:54,VIP,1.6666666666666667,1.0,1.1547005383792517,3,True
cd5343ffb012a7157ddbcf5720100c01,c6ae270b58b4692321a73aa741d183af,delivered,2018-08-26 12:38:57,2018-08-26 12:50:18,2018-08-27 14:18:00,2018-08-30 14:38:54,2018-09-11 00:00:00,2,54f45413afc0d5480c59f5dfeed2d19f,5ab05b6d86d417796c69ffd6774ec832,2018-08-29 12:50:18,149.9,18.18,beleza_saude,31.0,490.0,3.0,2450.0,20.0,12.0,28.0,19815,assis,SP,4d7b6c39aa3c7b53acb8058e4094a593,5187,sao paulo,SP,1,credit_card,2,336.16,05d3874965dd1ba4330bab86c5fff9aa,1,Produto faltando ,"Fiz o pedido de dois kits de progressiva e só me foi entregue um 
O que eu faço agora para pegar o produto faltante ?",2018-08-31 00:00:00,2018-09-02 14:08:54,VIP,1.6666666666666667,1.0,1.1547005383792517,3,True
8a27647dc5f71b1eda4620983e89334c,a4f88a770cb2bd3e167bbec6264e7e3d,delivered,2018-08-16 16:05:01,2018-08-16 16:15:18,2018-08-17 14:49:00,2018-08-28 16:07:32,2018-09-04 00:00:00,1,683958673970508a3486126e91125b56,6061155addc1e54b4cfb51c1c2a32ad8,2018-08-20 16:15:18,112.0,18.88,pet_shop,50.0,1151.0,1.0,500.0,30.0,16.0,18.0,13043,campinas,SP,27eecff5a6338f7c36c78ad05eacc575,87535,xambre,PR,1,credit_card,2,130.88,61d4af830a5bd7e158a33844f9ea74cf,4,Recomendo muito bom,,2018-08-29 00:00:00,2018-08-30 11:14:33,VIP,4.5,4.5,0.7071067811865476,2,True
6e10384d6572f58ba12c848b91299f39,a089bc5d8035937e139d790de9b24e76,delivered,2018-08-20 23:18:27,2018-08-20 23:30:18,2018-08-21 11:40:00,2018-08-30 21:32:06,2018-09-17 00:00:00,1,c1b63d4c57e9d56a827fdb72afeaa246,138dbe45fc62f1e244378131a6801526,2018-08-22 23:30:18,32.9,22.86,utilidades_domesticas,57.0,478.0,1.0,550.0,26.0,9.0,11.0,2215,sao paulo,SP,dc48b0a1b0e6abb6586f322c189f6b93,40080,salvador,BA,1,credit_card,10,133.62,14cbabf3490837a3af22eb045eed5f40,3,não recebi um produto,"comprei uma garrafa térmica e uma capa de colchão e não recebi a capa, já tentei entrar em contato mas não tive retorno. ",2018-08-31 00:00:00,2018-09-01 14:34:07,VIP,4.0,4.0,1.1547005383792515,4,True
6e10384d6572f58ba12c848b91299f39,a089bc5d8035937e139d790de9b24e76,delivered,2018-08-20 23:18:27,2018-08-20 23:30:18,2018-08-21 11:40:00,2018-08-30 21:32:06,2018-09-17 00:00:00,2,683647534fe73616ae97d91a6ef253f4,49383af7ab774e4e8f3000f49c83dc4b,2018-08-22 23:30:18,55.0,22.86,cama_mesa_banho,59.0,980.0,1.0,1400.0,20.0,5.0,15.0,12080,taubate,SP,dc48b0a1b0e6abb6586f322c189f6b93,40080,salvador,BA,1,credit_card,10,133.62,14cbabf3490837a3af22eb045eed5f40,3,não recebi um produto,"comprei uma garrafa térmica e uma capa de colchão e não recebi a capa, já tentei entrar em contato mas não tive retorno. ",2018-08-31 00:00:00,2018-09-01 14:34:07,VIP,4.0,4.0,1.1547005383792515,4,True
1d911134e95ec6f299e80fe19b5b88c5,4dfe57404141dbca39b1eae2ec077e78,canceled,2018-08-05 22:27:23,2018-08-05 22:35:17,,,2018-08-28 00:00:00,1,cb9d764f38ee4d0c00af64d5c388f837,ea1776927851da2532aa70d6a32c095a,2018-08-09 22:35:17,34.9,15.34,portateis_cozinha_e_preparadores_de_alimentos,57.0,306.0,1.0,625.0,28.0,27.0,24.0,8223,sao paulo,SP,930ff10207a0155e4d569dc1b66714c2,72862,novo gama,GO,1,credit_card,3,50.24,e97be4601a6fa63ed4bb9f20a944a396,1,,"Sempre comprei na americas.com e os pedidos chegavam antes da data prevista, mais este ainda n chegou e nem mandou email nenhum avisando nada.",2018-08-30 00:00:00,2018-08-30 11:39:13,VIP,3.0,3.0,2.8284271247461903,2,True
a77696c7b42da1121205a92ddae7b5c7,93b888a330b974d20e5e75eecbb3c6d0,delivered,2018-08-10 12:09:09,2018-08-10 12:24:53,2018-08-13 14:52:00,2018-08-14 20:08:59,2018-08-23 00:00:00,1,3fc3d637781e5d185455013606a6e2cd,bf00385a5f7fc1ef39a13c2e9ee50a5f,2018-08-21 12:24:53,32.9,7.45,eletronicos,32.0,1274.0,1.0,250.0,16.0,10.0,30.0,1224,sao paulo,SP,91fb82fe3e8b269f82616f53f2a4a690,12243,sao jose dos campos,SP,1,credit_card,1,40.35,772d1fdeb559346a53435efac02ef805,3,,"produto não atende a sua finalidade, pois não tem o conversor de hdmi para chá.",2018-08-15 00:00:00,2018-08-16 09:26:23,VIP,3.5,3.5,0.7071067811865476,2,True
75fd71aadc94da494ae8e9010c38d4d1,74db498590882c1bc2a01aebb32d7bb0,delivered,2018-08-17 11:12:26,2018-08-17 11:29:21,2018-08-21 12:54:00,2018-08-27 16:11:50,2018-09-05 00:00:00,1,6d0d465294cd2cb44aea084f34405967,1e9d5a33694bddb76316fd1f54734d20,2018-08-23 11:29:21,159.0,91.32,moveis_quarto,60.0,1187.0,6.0,7000.0,92.0,34.0,36.0,78820,jaciara,MT,683459cab0129375a071efb00da7c191,13400,piracicaba,SP,1,credit_card,5,250.32,8a2b18a24d18a8df014914001771abc2,4,10,Rápido ,2018-08-28 00:00:00,2018-08-28 21:09:30,VIP,4.5,4.5,0.7071067811865476,2,True
ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28 00:00:00,1,3e00f726a0e1eab8f2ae5137bf9bf54a,99a54764c341d5dc80b4a8fac4eba3fb,2018-08-24 17:10:16,9.6,4.49,moveis_cozinha_area_de_servico_jantar_e_jardim,32.0,249.0,1.0,9350.0,28.0,33.0,28.0,3273,sao paulo,SP,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,1,credit_card,1,86.04,d5613f8675ad0c3eaf8a36d49de0f472,3,Ainda nao recebi o produt,Ainda nao recebi o banquinho. Quanto aos cobertores. Tudo perfeito.,2018-08-18 00:00:00,2018-08-21 10:10:34,VIP,3.4,3.0,0.8944271909999159,5,True
ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28 00:00:00,2,9fe67dbcc33795d7fafe354d7c850115,c5e60e39c0f42b8e827daa13cff74afa,2018-08-17 17:10:16,10.5,13.48,cama_mesa_banho,36.0,558.0,1.0,850.0,25.0,16.0,23.0,3449,sao paulo,SP,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,1,credit_card,1,86.04,d5613f8675ad0c3eaf8a36d49de0f472,3,Ainda nao recebi o produt,Ainda nao recebi o banquinho. Quanto aos cobertores. Tudo perfeito.,2018-08-18 00:00:00,2018-08-21 10:10:34,VIP,3.4,3.0,0.8944271909999159,5,True
ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28 00:00:00,3,9fe67dbcc33795d7fafe354d7c850115,c5e60e39c0f42b8e827daa13cff74afa,2018-08-17 17:10:16,10.5,13.48,cama_mesa_banho,36.0,558.0,1.0,850.0,25.0,16.0,23.0,3449,sao paulo,SP,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,1,credit_card,1,86.04,d5613f8675ad0c3eaf8a36d49de0f472,3,Ainda nao recebi o produt,Ainda nao recebi o banquinho. Quanto aos cobertores. Tudo perfeito.,2018-08-18 00:00:00,2018-08-21 10:10:34,VIP,3.4,3.0,0.8944271909999159,5,True
ccd2795b4fd33757b039fb15b8a12109,e21e09c974438b29525fc0e318648258,delivered,2018-08-15 16:58:08,2018-08-15 17:10:16,2018-08-16 14:27:00,2018-08-17 22:51:29,2018-08-28 00:00:00,4,9fe67dbcc33795d7fafe354d7c850115,c5e60e39c0f42b8e827daa13cff74afa,2018-08-17 17:10:16,10.5,13.48,cama_mesa_banho,36.0,558.0,1.0,850.0,25.0,16.0,23.0,3449,sao paulo,SP,53cc7338a7d5994fe8baa28a039d2343,6526,santana de parnaiba,SP,1,credit_card,1,86.04,d5613f8675ad0c3eaf8a36d49de0f472,3,Ainda nao recebi o produt,Ainda nao recebi o banquinho. Quanto aos cobertores. Tudo perfeito.,2018-08-18 00:00:00,2018-08-21 10:10:34,VIP,3.4,3.0,0.8944271909999159,5,True
1b18059100e6796d8551306a1876fc09,0c7ba0b11923d9c8bad61bfdcd6b3b2b,delivered,2018-08-13 12:22:49,2018-08-13 12:35:10,2018-08-15 11:30:00,2018-08-16 18:38:40,2018-08-20 00:00:00,1,20545c8a1fb497b7e692794159e7afdb,b5f0712d22a873b6797ab6cc65c3fcba,2018-08-17 12:35:10,12.99,8.29,alimentos_bebidas,54.0,898.0,1.0,400.0,16.0,8.0,14.0,2316,sao paulo,SP,34b0cd95480e55c2a701293a2b9671b3,5171,sao paulo,SP,1,credit_card,2,21.28,1c4080ec54a4084749b99079b2b56547,4,Muito bom ,,2018-08-17 00:00:00,2018-08-17 22:41:54,VIP,4.25,4.5,0.9574271077563381,4,True
ef22458e7cfa237cd68b3be657f4f0c8,5e1ec1ba98bb8ce60763eb2d21560346,delivered,2018-08-17 16:53:17,2018-08-17 17:09:37,2018-08-21 13:57:00,2018-08-28 15:25:45,2018-09-04 00:00:00,1,12728f215b3381cac22b1fba7a97f5cf,d91fb3b7d041e83b64a00a3edfb37e4f,2018-08-23 17:09:37,37.19,23.06,eletrodomesticos,59.0,264.0,1.0,1200.0,50.0,2.0,37.0,11704,praia grande,SP,72e05cde2a8e5d8f08ca3ef3bcfadc63,36420,ouro branco,MG,1,credit_card,1,60.25,dd43a798c9e8baf7b69297bb076c517d,4,,,2018-08-29 00:00:00,2018-08-29 21:58:35,VIP,4.333333333333333,4.0,0.5773502691896257,3,True
